delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_rating,delivery_cost,Delivery_Status
ecom express,pharmacy,ev van,two day,central,clear,297.1,48.54,5,1632.7206,delivered
blue dart,automobile parts,scooter,same day,south,clear,198.0,5.95,4,1107.85,delivered
blue dart,documents,bike,express,north,rainy,145.2,38.94,3,892.82,delayed
fedex,electronics,van,express,west,foggy,285.8,28.09,2,1563.27,delayed
delhivery,clothing,truck,same day,east,clear,24.3,32.34,5,318.52,delivered
ekart,groceries,ev bike,two day,south,foggy,127.3,31.7,4,731.6,delivered
dhl,electronics,truck,same day,north,clear,271.2,21.93,3,1521.79,delayed
ecom express,electronics,truck,two day,north,clear,204.4,26.11,4,1100.33,delivered
ecom express,pharmacy,bike,same day,central,foggy,111.2,34.93,4,760.79,delivered
blue dart,fragile items,ev bike,express,north,stormy,293.3,47.56,3,1632.7206,delayed
ecom express,documents,scooter,express,central,foggy,228.0,20.54,3,1251.62,delayed
delhivery,furniture,van,express,south,hot,293.2,22.4,4,1583.2,delivered
xpressbees,pharmacy,van,standard,north,rainy,175.5,8.95,4,904.35,delivered
amazon logistics,cosmetics,bike,same day,east,clear,3.6,33.73,5,218.19,delivered
ecom express,automobile parts,van,standard,north,cold,291.6,45.93,4,1595.79,delivered
ekart,fragile items,van,two day,south,foggy,247.4,26.71,5,1317.13,delivered
ecom express,documents,scooter,two day,north,stormy,165.5,12.13,4,863.89,delivered
blue dart,automobile parts,scooter,express,north,hot,49.1,23.26,2,365.28,delayed
fedex,electronics,bike,same day,north,rainy,264.4,23.82,3,1493.46,delayed
fedex,automobile parts,ev van,standard,central,clear,191.6,12.02,4,994.06,delivered
ekart,clothing,scooter,same day,north,cold,3.6,27.96,4,193.38,delivered
delhivery,clothing,ev van,two day,south,hot,148.6,30.89,3,835.67,delivered
xpressbees,clothing,ev van,same day,north,stormy,294.7,12.88,1,1612.14,failed
dhl,clothing,van,two day,north,cold,176.2,22.79,5,949.37,delivered
shadowfax,furniture,ev bike,standard,north,foggy,213.5,32.62,5,1165.36,delivered
dhl,pharmacy,scooter,two day,north,clear,197.8,45.41,4,1125.23,delivered
dhl,cosmetics,scooter,express,north,hot,156.1,4.66,3,844.48,delayed
amazon logistics,electronics,ev van,standard,east,hot,207.9,44.9,4,1174.2,delivered
delhivery,documents,truck,same day,south,foggy,59.5,6.85,3,418.05,delivered
xpressbees,clothing,ev bike,same day,north,rainy,102.0,24.77,4,684.31,delivered
xpressbees,clothing,ev van,standard,south,hot,266.9,44.04,3,1466.62,delivered
dhl,cosmetics,bike,express,east,clear,81.7,46.02,2,596.56,delayed
ekart,pharmacy,scooter,two day,east,clear,125.6,39.58,4,746.74,delivered
delhivery,clothing,ev van,standard,north,cold,31.9,4.86,3,174.08,delivered
ecom express,documents,bike,standard,central,rainy,279.2,15.87,3,1443.61,delivered
ecom express,automobile parts,van,two day,south,hot,81.5,9.82,4,436.96,delivered
ekart,pharmacy,bike,same day,south,stormy,174.7,26.14,3,1051.92,delayed
delhivery,documents,scooter,express,east,cold,120.2,19.66,3,709.98,delivered
blue dart,automobile parts,scooter,express,south,cold,104.7,45.94,3,711.32,delayed
delhivery,clothing,scooter,two day,west,foggy,51.3,12.1,5,292.8,delivered
amazon logistics,documents,ev bike,two day,central,hot,297.1,42.42,3,1621.26,delivered
ecom express,cosmetics,scooter,standard,central,clear,87.5,18.02,3,491.56,delivered
blue dart,furniture,ev bike,two day,south,cold,119.5,43.59,4,728.27,delivered
xpressbees,electronics,ev van,express,north,cold,58.6,13.04,3,382.12,delayed
blue dart,fragile items,truck,express,north,rainy,188.6,21.04,2,1056.12,delayed
dhl,documents,truck,express,south,stormy,26.8,19.35,3,242.05,delayed
shadowfax,cosmetics,van,express,west,cold,199.2,38.15,2,1160.45,delayed
xpressbees,groceries,ev bike,same day,east,rainy,151.4,31.11,3,950.33,delayed
amazon logistics,cosmetics,ev bike,two day,south,clear,194.6,47.14,4,1114.42,delivered
delhivery,automobile parts,ev van,standard,north,cold,3.6,8.13,5,95.6674,delivered
blue dart,cosmetics,scooter,same day,east,rainy,202.4,49.52,2,1262.0,delayed
ekart,automobile parts,ev bike,standard,central,clear,14.7,4.68,3,95.6674,delivered
ekart,furniture,bike,standard,west,foggy,275.3,26.86,4,1457.08,delivered
ecom express,electronics,van,express,south,foggy,238.2,10.53,3,1272.59,delayed
xpressbees,furniture,bike,two day,east,rainy,38.0,24.15,5,262.45,delivered
ekart,furniture,truck,express,east,cold,167.3,38.22,4,1001.16,delivered
ecom express,cosmetics,ev van,express,central,clear,287.1,24.05,2,1557.65,failed
fedex,documents,ev bike,two day,south,cold,73.5,42.84,5,496.02,delivered
fedex,cosmetics,ev bike,express,south,stormy,22.7,35.35,3,269.55,delayed
dhl,groceries,truck,two day,east,rainy,127.3,25.67,5,713.51,delivered
blue dart,cosmetics,truck,two day,north,foggy,42.3,47.15,4,352.95,delivered
ecom express,groceries,bike,same day,central,clear,233.5,40.49,2,1388.97,delayed
delhivery,groceries,ev bike,two day,south,cold,273.7,47.53,3,1511.09,delivered
blue dart,clothing,ev bike,two day,central,hot,135.4,27.11,5,758.33,delivered
ekart,fragile items,bike,standard,east,cold,297.1,46.75,3,1632.7206,delivered
ekart,electronics,truck,standard,west,clear,57.8,7.31,4,310.93,delivered
blue dart,documents,van,express,west,cold,275.4,46.96,3,1567.88,delayed
delhivery,groceries,truck,same day,west,hot,97.7,25.56,3,665.18,delivered
xpressbees,clothing,ev bike,express,west,stormy,270.7,0.67,2,1404.79,delayed
ecom express,automobile parts,scooter,same day,west,stormy,271.4,40.57,2,1578.71,delayed
blue dart,groceries,ev van,two day,south,rainy,105.3,44.66,4,660.48,delivered
ekart,documents,van,standard,north,stormy,7.1,28.02,4,119.56,delivered
fedex,documents,truck,two day,central,cold,91.5,22.4,5,524.7,delivered
ecom express,clothing,bike,express,central,hot,131.5,43.96,3,839.38,delivered
xpressbees,pharmacy,bike,two day,south,foggy,295.2,2.76,4,1484.28,delivered
xpressbees,furniture,scooter,same day,north,stormy,207.2,42.44,3,1263.32,delayed
shadowfax,documents,ev van,standard,central,foggy,190.8,35.44,4,1060.32,delivered
dhl,fragile items,scooter,two day,north,foggy,193.9,30.19,4,1060.07,delivered
blue dart,pharmacy,van,standard,north,stormy,119.5,29.41,5,685.73,delivered
amazon logistics,groceries,ev van,express,central,foggy,207.2,13.92,5,1127.76,delivered
amazon logistics,furniture,scooter,same day,west,stormy,84.6,10.04,4,553.12,delivered
delhivery,pharmacy,ev bike,two day,west,cold,225.9,29.22,3,1217.16,delivered
xpressbees,clothing,bike,standard,west,clear,195.9,17.75,3,1032.75,delivered
delhivery,fragile items,bike,same day,west,foggy,224.2,13.03,1,1260.09,failed
xpressbees,documents,bike,standard,east,rainy,46.3,28.81,4,317.93,delivered
amazon logistics,electronics,bike,express,west,clear,166.1,27.21,2,962.13,delayed
blue dart,furniture,truck,express,west,clear,58.3,16.4,4,390.7,delivered
dhl,fragile items,bike,express,south,foggy,94.2,32.09,1,617.27,failed
blue dart,cosmetics,truck,same day,east,clear,237.8,2.59,5,1296.77,delivered
shadowfax,documents,truck,same day,south,hot,125.8,45.59,4,865.77,delivered
ecom express,groceries,scooter,same day,west,foggy,15.9,7.17,5,201.01,delivered
delhivery,pharmacy,bike,standard,north,rainy,267.7,44.08,5,1470.74,delivered
dhl,documents,bike,two day,central,cold,33.1,22.89,4,234.17,delivered
ecom express,fragile items,bike,same day,south,stormy,149.7,38.51,2,964.03,delayed
ekart,documents,truck,standard,north,hot,143.1,32.12,4,811.86,delivered
blue dart,clothing,ev van,two day,north,hot,120.3,27.16,5,682.98,delivered
fedex,electronics,van,two day,east,rainy,3.6,43.43,4,143.29,delivered
fedex,cosmetics,truck,same day,south,stormy,77.0,8.6,3,510.8,delivered
shadowfax,electronics,scooter,express,west,clear,47.5,49.39,5,435.67,delivered
ekart,fragile items,bike,two day,east,stormy,49.9,40.86,5,372.08,delivered
ecom express,automobile parts,scooter,express,south,cold,38.8,46.55,5,383.65,delivered
fedex,clothing,van,same day,south,rainy,247.4,48.42,2,1482.26,delayed
ekart,electronics,ev van,same day,south,hot,31.2,9.96,4,285.88,delivered
ecom express,automobile parts,scooter,same day,west,clear,100.6,48.61,5,748.83,delivered
ecom express,clothing,ev van,two day,north,stormy,174.4,28.69,5,958.07,delivered
fedex,groceries,truck,standard,central,clear,13.2,29.97,4,155.91,delivered
delhivery,fragile items,van,standard,south,cold,158.0,14.34,5,833.02,delivered
shadowfax,clothing,truck,same day,north,foggy,139.7,9.7,4,827.6,delivered
fedex,pharmacy,ev bike,two day,west,cold,257.6,8.83,5,1314.49,delivered
blue dart,groceries,ev bike,express,west,cold,35.7,1.78,5,233.84,delivered
shadowfax,groceries,ev van,same day,west,clear,18.5,18.34,3,247.52,delivered
amazon logistics,automobile parts,truck,two day,south,stormy,45.0,41.0,4,348.0,delivered
delhivery,pharmacy,bike,same day,north,stormy,143.4,36.95,2,927.85,delayed
xpressbees,documents,van,standard,central,foggy,32.4,1.8,5,167.4,delivered
blue dart,automobile parts,ev van,two day,east,hot,185.1,40.6,3,1047.3,delivered
xpressbees,pharmacy,scooter,two day,east,foggy,238.2,27.95,5,1274.85,delivered
dhl,electronics,van,same day,south,cold,167.1,14.89,3,980.17,delivered
delhivery,groceries,truck,same day,west,stormy,108.2,24.92,4,715.76,delivered
ecom express,documents,truck,same day,central,foggy,134.6,1.15,3,776.45,delayed
blue dart,pharmacy,ev van,same day,west,cold,73.5,22.24,4,534.22,delivered
shadowfax,fragile items,truck,express,west,hot,255.8,14.6,1,1372.8,failed
blue dart,electronics,bike,same day,west,rainy,97.7,30.76,2,680.78,failed
ecom express,fragile items,scooter,same day,north,foggy,257.7,39.95,1,1508.35,failed
xpressbees,automobile parts,truck,two day,east,clear,289.8,26.78,3,1529.34,delivered
amazon logistics,automobile parts,ev bike,two day,south,foggy,77.4,31.25,5,480.75,delivered
dhl,pharmacy,truck,same day,east,stormy,257.5,48.95,2,1534.35,delayed
fedex,documents,ev bike,two day,central,stormy,251.1,36.65,3,1365.45,delivered
shadowfax,clothing,scooter,express,central,hot,183.8,10.06,2,999.18,delayed
amazon logistics,automobile parts,bike,two day,east,rainy,250.3,48.18,5,1396.04,delivered
amazon logistics,groceries,ev van,express,north,foggy,128.2,12.63,2,728.89,delayed
delhivery,groceries,truck,two day,south,hot,181.3,24.66,5,980.48,delivered
shadowfax,cosmetics,ev bike,express,west,hot,122.3,41.41,5,785.73,delivered
delhivery,cosmetics,ev van,same day,east,foggy,297.1,26.02,1,1632.7206,failed
ekart,fragile items,scooter,standard,east,hot,160.0,40.3,4,920.9,delivered
amazon logistics,fragile items,ev van,two day,south,cold,71.9,31.14,4,452.92,delivered
ekart,fragile items,van,express,central,foggy,201.4,39.58,3,1175.74,delayed
amazon logistics,clothing,truck,standard,central,hot,227.7,17.83,4,1191.99,delivered
fedex,clothing,van,express,west,rainy,258.5,48.86,2,1489.08,delayed
ekart,clothing,scooter,express,central,stormy,4.8,23.18,3,143.54,delayed
dhl,pharmacy,ev van,standard,north,rainy,224.4,26.14,5,1200.42,delivered
fedex,pharmacy,van,same day,north,hot,159.6,23.09,5,967.27,delivered
xpressbees,fragile items,bike,standard,west,foggy,218.2,5.67,4,1108.01,delivered
shadowfax,fragile items,bike,same day,west,cold,158.7,5.98,4,911.44,delivered
ecom express,fragile items,ev van,express,south,cold,99.6,2.6,4,555.8,delivered
amazon logistics,electronics,ev bike,same day,central,foggy,11.5,38.37,5,272.61,delivered
xpressbees,cosmetics,truck,standard,west,clear,96.8,8.81,5,510.43,delivered
shadowfax,fragile items,ev bike,two day,south,hot,197.1,39.53,4,1104.09,delivered
ekart,automobile parts,truck,standard,west,cold,3.9,45.93,4,157.29,delivered
dhl,groceries,ev van,two day,central,cold,276.5,11.26,4,1416.28,delivered
blue dart,cosmetics,bike,express,west,rainy,120.4,8.07,3,676.21,delayed
dhl,groceries,bike,two day,east,clear,19.8,43.26,5,228.78,delivered
ecom express,clothing,ev bike,same day,central,clear,264.7,48.97,3,1570.41,delivered
dhl,groceries,ev van,two day,south,foggy,55.0,42.01,5,401.03,delivered
blue dart,documents,truck,same day,central,rainy,18.4,17.49,5,244.47,delivered
shadowfax,automobile parts,ev van,two day,central,clear,24.5,26.6,5,202.3,delivered
ecom express,clothing,van,same day,south,rainy,158.9,15.11,2,939.83,delayed
amazon logistics,clothing,ev bike,same day,west,foggy,86.5,27.23,4,614.19,delivered
ekart,pharmacy,truck,same day,central,clear,252.7,21.71,5,1428.63,delivered
fedex,pharmacy,ev van,express,south,hot,164.1,42.01,3,996.53,delayed
fedex,pharmacy,truck,two day,west,cold,84.1,46.82,5,560.96,delivered
ekart,clothing,van,two day,east,rainy,175.7,16.94,4,929.32,delivered
ekart,furniture,scooter,same day,east,stormy,283.3,48.8,2,1632.7206,delayed
ekart,automobile parts,scooter,express,west,clear,258.9,42.79,4,1472.87,delivered
ecom express,electronics,bike,express,east,clear,41.8,40.63,5,380.89,delivered
xpressbees,fragile items,bike,same day,west,rainy,261.7,48.44,3,1553.82,delayed
amazon logistics,clothing,truck,standard,central,cold,110.5,11.95,5,588.35,delivered
amazon logistics,documents,bike,standard,south,hot,116.0,27.02,5,661.06,delivered
ecom express,automobile parts,van,express,north,hot,151.7,48.67,2,954.51,delayed
delhivery,documents,bike,same day,west,clear,230.7,28.5,4,1339.0,delivered
amazon logistics,furniture,bike,two day,central,rainy,127.3,0.71,5,638.63,delivered
delhivery,groceries,ev bike,express,central,stormy,198.7,39.81,2,1162.93,delayed
fedex,pharmacy,bike,standard,east,foggy,51.9,46.22,4,398.16,delivered
shadowfax,groceries,van,same day,central,hot,89.2,26.31,5,624.93,delivered
dhl,groceries,scooter,two day,central,stormy,284.4,39.72,4,1541.16,delivered
blue dart,fragile items,bike,two day,south,stormy,126.6,17.71,4,686.13,delivered
blue dart,furniture,scooter,same day,north,stormy,218.2,46.76,2,1331.28,delayed
amazon logistics,pharmacy,bike,standard,central,cold,24.8,0.67,5,125.47,delivered
ekart,fragile items,bike,same day,north,stormy,10.1,19.76,4,209.78,delivered
ekart,groceries,truck,standard,north,hot,16.7,23.01,5,152.53,delivered
ecom express,fragile items,bike,two day,south,foggy,210.7,37.42,3,1165.76,delivered
blue dart,cosmetics,ev van,two day,west,clear,18.0,10.84,4,122.52,delivered
ecom express,fragile items,van,same day,west,stormy,181.0,3.79,3,1016.37,delayed
ecom express,furniture,van,standard,south,cold,76.0,43.71,5,511.13,delivered
shadowfax,pharmacy,ev van,express,west,hot,43.0,13.98,3,306.94,delayed
blue dart,clothing,ev bike,same day,central,stormy,208.1,32.7,2,1238.6,delayed
blue dart,clothing,van,two day,north,cold,163.6,33.15,5,917.45,delivered
ekart,electronics,ev van,two day,central,cold,267.5,48.38,5,1482.64,delivered
shadowfax,pharmacy,truck,standard,west,cold,218.4,47.59,3,1234.77,delivered
blue dart,documents,ev bike,same day,central,cold,97.5,1.59,4,592.27,delivered
fedex,documents,ev van,two day,north,rainy,38.8,7.14,3,215.42,delivered
blue dart,pharmacy,ev bike,standard,south,clear,191.5,8.46,4,982.88,delivered
fedex,groceries,truck,express,south,foggy,104.9,37.93,2,688.29,delayed
delhivery,clothing,truck,same day,west,rainy,50.5,32.86,5,451.08,delivered
xpressbees,pharmacy,truck,same day,west,clear,172.3,13.79,5,1002.87,delivered
delhivery,furniture,ev van,two day,south,stormy,198.9,27.37,4,1076.61,delivered
blue dart,clothing,ev bike,same day,south,clear,86.4,33.1,5,631.3,delivered
blue dart,documents,scooter,express,east,clear,216.8,15.65,5,1180.95,delivered
amazon logistics,documents,bike,same day,north,rainy,21.4,30.89,4,299.67,delivered
delhivery,cosmetics,ev bike,same day,central,foggy,219.2,8.76,5,1222.28,delivered
dhl,documents,van,two day,central,stormy,32.6,30.39,5,254.17,delivered
shadowfax,electronics,van,express,west,cold,207.5,37.69,4,1200.57,delivered
fedex,documents,ev van,two day,east,stormy,131.1,35.45,4,761.85,delivered
xpressbees,furniture,bike,two day,west,stormy,46.4,4.13,3,244.39,delivered
amazon logistics,cosmetics,bike,standard,south,rainy,7.3,13.91,4,95.6674,delivered
dhl,electronics,ev bike,standard,north,rainy,253.8,47.66,3,1411.98,delivered
amazon logistics,fragile items,ev van,express,south,stormy,264.0,14.26,3,1412.78,delayed
ekart,documents,ev bike,express,east,rainy,111.6,4.94,2,622.82,delayed
ecom express,groceries,ev van,standard,central,clear,198.1,13.66,4,1031.48,delivered
fedex,electronics,ev van,standard,north,hot,261.0,32.72,4,1403.16,delivered
xpressbees,documents,ev bike,same day,south,cold,27.8,49.28,3,386.84,delivered
amazon logistics,furniture,ev van,two day,north,cold,152.3,40.5,5,883.0,delivered
amazon logistics,pharmacy,van,standard,east,hot,128.0,32.42,5,737.26,delivered
amazon logistics,cosmetics,ev bike,same day,central,cold,65.4,25.37,4,503.11,delivered
fedex,furniture,bike,express,north,hot,76.0,1.33,3,433.99,delayed
delhivery,electronics,truck,standard,east,clear,275.5,21.81,3,1442.93,delivered
fedex,groceries,scooter,same day,north,foggy,208.8,14.1,5,1186.3,delivered
blue dart,cosmetics,ev van,standard,north,clear,187.7,12.85,4,977.05,delivered
ecom express,pharmacy,van,standard,east,rainy,194.5,17.97,4,1026.41,delivered
ekart,pharmacy,scooter,two day,east,cold,124.6,46.32,4,761.96,delivered
ekart,furniture,truck,express,central,hot,236.5,21.26,2,1296.28,delayed
ekart,furniture,bike,standard,south,cold,224.0,12.79,3,1158.37,delivered
shadowfax,automobile parts,bike,two day,west,foggy,131.4,31.39,5,751.17,delivered
shadowfax,pharmacy,van,same day,north,rainy,44.9,39.49,3,442.97,delivered
ecom express,pharmacy,truck,same day,east,foggy,30.1,5.97,3,268.41,delivered
dhl,groceries,truck,same day,central,rainy,238.7,25.81,3,1370.93,delivered
ekart,furniture,bike,express,south,cold,211.1,39.72,3,1224.66,delayed
